11,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,2,1,1,1,0,1,3,0,1,2,4,2,3,4,4,4,1,2,3,1,1,2,2,2,3,3,2,2,1,5,3,2,3,2,1,0,1,0,0,1,2,0,2,1,2,2,1,2,3,0,1,4,0,3,2,2,1,2,5,2,1,2,0,1,3,1,1,1,1,2,1,1,3,1,0,0,0,2,1,2,1,2,2,2,1,0,0,0,0,1,0,1,1
12,7,9,8,8,9,10,10,12,9,8,5,6,7,6,6,4,5,3,2,2,1,4,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,2,4,2,4,4,2,2,3,4,5,6,4,5,5,5,3,4,5,9,9,9,8,7,8,5,7,9,9,7,10,6,8,8,4,8,4,5,5,7,8,10,5,6,5,5,6,6,6,8,6,6,6,7,7,4,7,8,5,7,7,5,9,6,7,8,5,7,3,5,6,8,5,4,4,5,2,5,6,3,5,7,3,5,6,4,6,3,5,6,7,7,6,8,8,7
13,8,6,7,8,7,6,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,4,4,4,3,0,0,0,1,1,0,0,0,2,3,4,1,2,4,5,4,3,5,4,5,3,2,3,3,4,3,2,3,4,3,1,1,3,4,5,4,5,5,6,6,6,7,6,7,8,6,7,4,3,5,5,5,4,1,2,4,5,5,6,5,7,7,5,2,3,4,4,3,3,6,6,5,4,6,5,4,4,7,6,6,5,6,5,6,4,6,6,7,5,4,4,4,7
14,3,5,6,6,5,3,4,2,5,6,5,5,3,5,5,7,6,6,8,5,4,3,5,4,3,4,3,4,5,5,4,2,1,3,0,0,2,2,2,1,2,1,2,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,2,2,0,0,1,1,1,1,2,1,1,4,4,6,5,6,6,2,3,2,2,5,2,4,3,3,3,4,5,6,7,5,6,5,3,3,5,4,4,4,5,6,7,4,6,6,4,4,4,3,4,4,3,1,4,1,3,4,1,2,4,3,2,4,6,5,7,4,3,3,3,1,3,5,2,4,4,3,4,6
15,2,3,2,1,0,1,2,2,2,1,1,1,1,1,1,0,0,0,1,1,0,2,2,1,0,1,2,1,1,3,4,6,6,4,5,5,5,8,6,6,3,3,1,3,3,2,3,1,1,2,0,1,1,3,3,1,5,3,2,4,3,3,1,0,0,2,3,2,3,2,2,2,1,1,1,1,2,5,5,3,4,2,2,4,2,8,6,1,2,2,2,2,2,5,2,3,4,1,1,3,4,3,3,3,1,3,3,3,3,2,0,1,0,2,1,4,2,0,2,0,1,2,0,0,0,0,0,1,2,3,4,5,6,7,7,11,8,5,6,6,6,5,6,4
16,1,1,3,1,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,3,0,1,2,4,1,1,1,5,2,0,2,2,2,1,2,4,3,0,2,3,1,0,1,4,6,2,4,5,5,3,3,3,3,3,7,7,5,3,6,3,2,4,3,3,3,3,2,1,2,0,2,3,1,1,3,1,1,7,7,1,1,1,2,1,3,2,4,4,2,2,3,1,4,5,4,2,3,2,4,3,3,4,2,3,3,2,1,5,5,4,2,4,5,2,5,2,3,2,2,1,3,2,2,4
17,4,3,3,4,3,2,2,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,2,1,1,1,2,2,1,1,2,2,2,1,3,3,0,1,0,1,1,2,3,3,0,1,2,1,3,3,4,3,3,1,4,4,3,4,2,3,4,3,1,3,4,5,4,3,2,2,2,3,2,3,4,2,4,2,1,0,1,2,1,3,0,0,2,3,5,5,4,4,6,4,4,4,4,2,1,2,5
18,5,7,8,5,4,6,7,7,2,4,6,5,5,2,2,3,4,5,3,6,6,2,3,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,1,2,3,2,1,1,1,0,2,3,1,5,5,3,5,4,3,6,4,4,6,5,7,3,2,3,0,2,4,1,4,3,6,4,4,5,4,5,6,4,6,5,8,8,6,7,4,8,6,7,8,5,10,7,5,4,5,3,4,5,6,7,5,3,6,5,5,4,4,6,4,6,7,5,5,5,7,4,4,3,3,5,3,6,5,5,4,6,7,5,4,3,4
19,5,4,5,5,4,1,0,0,0,1,4,4,2,5,4,7,6,3,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,2,3,1,1,1,3,3,3,2,2,1,4,3,3,1,5,4,3,4,6,6,3,1,4,2,4,4,4,4,2,0,0,2,5,6,2,2,2,3,3,2,2,3,3,3,3,6,4,3,4,4,3,2,5,7,7,4,0,1,2,0,2,3,2,2,2,2,1,3,0,1,1,1,6,3,3,1,1,2,3,4,5,3,0,3,7,4
20,2,2,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,2,3,3,3,3,2,2,3,3,1,1,1,1,2,0,1,3,2,1,4,4,2,3,3,2,1,3,2,2,2,1,1,2,1,3,1,4,3,1,2,2,2,3,1,1,1,1,0,0,0,0,1,1,2,1,0,1,1,1,0,1,2,1,2,2,2,1,1,1,2,1,0,2,1,3,3,3,3,2,2,3,1,1,2,1,1,2,3,3,2
21,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,0
22,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,5,7,7,8,7,6,6,5,3,6,5,5,4,4,3,2,2,3,4,4,5,3,4,4,3,1,2,2,0,2,1,4,4,3,4,2,3,3,0,2,4,4,4,4,6,7,8,6,6,5,5,4,4,7,5,8,6,8,7,5,5,9,9,7,8,7,8,9,11,11,9,9,9,8,5,8,6,7,7,8,8,6,6,4,6,5,7,9,9,8,7,8,5,8,8,7,9,7,7,7,7,5,6,6,3,4,5,6,4,3,2,3,4,4,4,3,6,4,5,5,4,5,8,4,6,4,6,6,6,6,5,4,5,5,4,4,3,3,3,2,4,5,4
24,2,1,1,2,4,5,4,3,3,5,3,5,2,1,6,1,1,1,1,1,0,0,8,1,1,1,1,1,1,1,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,1,2,5,3,4,8,4,6,7,7,8,7,8,7,7,8,7,7,7,6,8,6,7,10,5,5,3,4,4,4,4,9,3,2,3,3,4,3,2,3,3,5,4,3,3,2,0,0,0,0,2,2,2,3,1,1,2,1,3,6,2,3,4,5,5,4,4,7,2,3,3,3,3,1,2,2,3,6,3,4,4
25,0,1,1,1,1,0,0,0,2,3,1,3,3,3,2,1,2,1,4,3,2,4,3,3,2,3,2,2,2,0,1,2,5,6,3,3,3,1,2,1,1,0,2,3,2,4,4,1,3,3,1,1,1,3,3,3,1,2,3,2,2,1,3,2,2,4,3,1,3,3,1,3,2,2,1,2,2,3,3,2,2,4,1,2,2,1,0,0,1,3,2,0,4,1,1,2,3,1,2,2,2,2,4,2,1,2,1,0,0,1,1,1,2,1,1,1,0,1,1,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0
26,6,9,10,13,11,12,10,9,9,8,7,5,6,5,6,6,5,3,5,6,4,3,0,1,1,0,2,2,3,3,3,3,1,2,3,3,2,2,1,2,3,2,3,3,1,1,1,2,2,3,3,0,1,3,1,4,1,3,2,5,5,3,3,5,6,6,5,7,6,7,6,6,6,5,4,5,7,8,10,11,9,11,12,8,10,12,12,12,10,9,11,10,8,11,9,9,10,9,7,8,10,10,7,11,12,9,11,9,10,10,9,8,10,11,10,10,9,7,8,10,6,7,9,8,8,9,9,7,8,7,9,9,10,8,10,9,7,9,12,11,8,10,9,10
27,3,4,2,3,2,2,3,2,0,0,1,2,2,1,0,0,1,1,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1,1,1,1,1,2,2,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,2,1,1,1,2,1,1,2,3,2,2,2
28,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,1,2,2,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,3,4,7,4,3,5,2,2,3,3,2,3,3,3,2,2,1,3,3,2,2,2,1,1,2,3,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,3,3,4,3,1,2,1,2,1,1,3,4,4,2,2,5,4,4,6,4,3,5,5,6,6,5,4,3,3,3,4,3,2,3,1,1,2,4,2,1,2,2,1,1,1,1,3,2,1,4,4,3,4,2,3,5,3,3,3,2,5,4,2,4,4,2,2,2,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,5,4,3,4,4,3,2,1,4,6,4,3,2,5,5
30,8,9,9,9,10,8,7,5,4,1,1,2,2,3,2,2,2,4,4,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,4,4,5,5,7,8,10,7,10,10,4,6,9,6,4,5,5,5,4,5,11,8,8,7,7,7,8,8,9,9,9,11,11,8,6,6,8,8,7,6,3,6,5,5,8,7,3,4,5,6,6,5,6,7,7,7,10,6,9,7,5,5,4,8,7,6,6,9,10,7,9,8,10,8,9,8,8,8,8,6,9,8,4,6,9,6,7,8,6,6,5,4,11,11,8,9,10,9,10
31,8,9,8,7,8,8,7,5,3,3,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,6,7,4,5,7,4,3,5,4,8,8,7,10,8,8,7,4,8,11,9,9,6,6,7,6,8,8,7,11,12,13,11,7,8,8,9,11,10,9,11,4,4,6,6,6,10,5,7,9,7,10,10,6,8,8,9,6,6,5,8,6,8,10,9,5,10,9,8,10,7,5,7,7,8,9,7,7,10,9,7,7,8,6,8,10,9,8,10,6,8,7,10,11,11,11,10,9,9,7,7,8,8
32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,4,2,1,0,0,0,0,3,3,2,0,1,3,4,2,4,1,0,0,0,2,1,1,0,0,0,0,0,4,3,2,4,4,2,0,1,0,0,0,2,3,2,4,3,1,2,2,1,0,1,1,0,1,2,1,3,2,4,3,3,2,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
33,8,9,8,9,8,7,6,6,6,6,5,5,5,4,4,3,3,2,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,4,7,4,4,4,4,4,6,6,6,5,8,9,12,9,12,10,10,10,8,6,11,10,11,9,9,9,6,7,6,7,7,9,11,9,9,11,11,10,8,8,8,9,8,5,9,8,8,8,7,8,5,5,7,6,6,6,4,4,5,3,7,6,6,6,7,8,10,10,8,8,7,8,10,10,10,12,11,10,8,10,11,9,10,10,9,11,11,11,11,10,10,11,9,9,10,9
34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,4,2,5,5,8,8,7,6,5,6,6,6,6,6,5,4,4,3,3,2,1,3,1,2,2,3,2,3,2,2,1,1,1,4,4,2,1,2,2,2,4,4,1,4,3,5,5,5,3,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,1,0,1,1,1,1,1,0,0,0
35,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,5,3,0,2,3,3,3,4,5,3,3,3,3,1,4,3,2,2,2,4,1,2,0,0,0,1,3,3,1,3,3,4,5,3,2,3,3,1,2,1,0,3,0,1,0,2,0,2,0,1,0,2,0,1,0,2,2,2,1,4,1,2,2,1,1,1,0,1,2,3,1,1,4,1,2,5,4,5,1,4,4,2,4,6,3,2,2,5,4,1,3,3,3
36,9,9,11,11,9,11,11,6,7,9,8,7,7,7,8,9,8,8,8,6,3,4,2,2,3,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,2,1,1,0,1,1,1,1,3,2,3,3,4,6,6,6,7,7,9,9,7,9,8,7,7,9,8,5,9,9,7,8,9,11,11,9,7,11,10,8,8,9,9,8,8,10,12,11,10,11,11,7,9,9,8,7,9,8,7,9,10,10,7,9,6,7,8,10,8,9,7,4,5,7,6,4,4,7,6,6,6,6,10,9,9,11,8,8,8,8,5,9,9,10,9,11,11
37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
38,0,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,3,1,2,1,0,1,1,3,1,1,2,3,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,0,1,0,3,1,1,1,2,0,3,4,4,0,1,1,0,0,1,1,2,2,1,3,3,1,0,2,1,1,2,2,1,1,0,2,2,0,0,0,0,1
39,7,7,6,6,5,7,7,6,6,5,7,7,7,7,5,4,2,3,3,3,2,2,3,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,4,4,3,1,1,1,2,2,2,2,2,0,2,3,3,6,6,5,3,4,5,5,4,4,5,4,4,5,3,2,3,2,3,2,4,4,5,3,4,6,7,8,5,5,5,7,5,4,2,4,4,4,7,6,2,2,3,2,4,5,5,4,2,4,4,3,3,4,4,4,7,3,5,8,7,6,6,5,5,4,5
40,8,10,10,9,9,7,7,7,7,9,7,6,5,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,4,4,3,3,4,3,4,5,4,5,4,6,4,4,3,5,3,6,3,3,3,5,4,3,4,4,6,6,6,6,2,4,6,5,8,3,2,6,5,6,6,9,10,9,9,10,8,12,6,9,8,9,6,11,11,8,7,7,9,7,8,5,5,5,4,2,4,4,3,3,3,4,4,4,5,5,5,5,10,9,11,9,8,10,9,12,7,7,7,7,9,7,7,7
41,8,9,9,6,7,8,7,8,9,7,7,8,10,6,6,6,6,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,2,4,3,4,3,5,3,8,5,6,6,8,7,7,9,9,11,9,9,9,9,10,12,8,9,10,7,8,9,6,4,4,10,8,6,6,7,5,7,5,9,9,7,9,5,8,7,9,8,6,5,5,8,10,9,9,4,7,7,6,9,8,8,6,6,7,6,5,6,6,3,4,4,3,4,8,7,6,6,5,6,7,7,7,6,7,5,5,5,5,6
42,3,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,6,4,3,1,2,3,7,7,4,2,4,5,4,4,4,2,2,4,5,4,7,6,6,8,6,4,6,5,6,3,2,4,4,5,2,1,4,7,6,4,5,6,6,4,4,4,2,6,5,7,2,3,8,9,11,5,4,5,1,4,6,5,7,6,5,5,7,5,5,4,4,5,4,6,5,4,8,6,5,4,3,2,3,5,7,4,6,5,3,4,3,1,1,1,3,4,4,3,3
43,4,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,2,2,1,2,3,3,1,2,2,1,5,1,3,4,4,1,4,2,0,4,0,3,3,4,2,3,5,5,5,1,5,3,0,0,1,2,0,2,1,2,4,3,3,4,4,3,6,5,4,2,1,2,1,3,2,1,1,3,0,4,5,0,1,1,1,3,3,4,3,3,3,3,2,3,2,3,5,4,3,2,3,6,6,4,6,6,6,7,8,8,7,5,5,4,4,4,5
44,4,2,4,3,4,0,1,3,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,2,1,2,3,3,6,4,5,3,1,2,5,5,4,5,3,5,4,3,3,4,4,5,4,5,3,5,5,3,2,3,5,2,4,2,3,6,2,4,3,5,2,2,4,5,5,5,5,7,3,3,4,2,2,4,6,3,4,5,4,4,4,3,1,2,1,0,0,1,3,5,4,5,4,3,3,3,3,4,3,4,7,4,6,7,5,3,1,2,3,4
45,5,6,8,7,8,10,7,7,6,6,4,5,5,6,5,4,4,3,2,4,3,2,3,3,1,3,2,2,3,3,2,2,2,1,1,1,1,1,0,3,1,1,2,1,1,1,0,1,3,1,3,2,2,2,5,3,5,4,4,4,4,4,3,4,4,6,6,4,5,7,6,4,7,4,5,6,5,3,1,2,4,5,4,4,4,5,5,5,4,3,4,5,4,4,10,8,5,7,6,6,3,2,2,4,5,4,6,5,4,1,6,2,5,6,6,7,7,6,6,5,8,5,7,7,4,6,4,6,4,5,4,6,6,7,6,6,6,6,7,4,6,6,7,7
46,8,8,9,10,10,10,11,8,7,2,3,2,0,1,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,5,5,8,7,4,4,4,4,6,4,5,7,7,8,5,6,3,7,8,7,5,6,8,4,3,7,8,8,5,8,9,7,6,4,5,6,7,9,10,7,9,6,7,7,8,8,5,6,3,4,3,6,3,5,5,3,3,8,4,6,9,8,9,9,7,7,5,6,6,8,9,5,6,3,4,5,8,8,3,8,8,10,9,7,8
47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,2,2,1,3,2,1,1,1,3,2,3,2,3,1,1,3,3,3,3,5,3,3,3,3,2,4,3,5,5,5,3,1,2,4,3,4,2,1,4,2,3,3,1,0,2,2,3,2,1,1,2,1,1,2,2,2,0,1,2,1,2,2,1,0,1,0,0,1,1,1,1,1,0,1,1,1,3,0,1,4,3,2,2,2,1,2,2,3,0,2,1,0,0,3,1,0,1,4,3,0,0,1
